id,id_fuente,titulo,moneda,precio_valor,ubicacion_raw,comuna,dormitorios,banos,metros,descripcion,amenities,link,error
21,MLC-1885485677,"Luminoso Depto 4 Dormitorios, 3 Baños Y Espectacular Vista",UF,12950,"Ubicación e información de la zonaAlcántara/colón, Vaticano, Las Condes, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroCristóbal Colón6 mins - 438 metrosFrancisco Bilbao10 mins - 743 metrosAlcántara21 mins - 1.612 metrosTobalaba22 mins - 1.751 metrosEl Golf23 mins - 1.782 metrosParaderosEl Vergel / Tobalaba3 mins - 228 metrosEl Vergel / Tobalaba3 mins - 236 metrosMarco Polo / Cristóbal Colón5 mins - 352 metrosCristóbal Colón / Tobalaba5 mins - 422 metrosSanchez Fontecilla / Cristóbal Colón6 mins - 435 metros",Las Condes,4,3,1500.0,"¡Las imágenes hablan por si solas! Recorre nuestra galería de fotos y enamórate de un departamento único. ¿Cuando te encuentras con tu futuro hogar? Te esperamos. Departamento en Barrio Vaticano, Las Condes. Calle tranquila, cercano a comercios, colegios y con buen acceso a transporte público. 4 dormitorios / 3 baños completos / 2 estacionamientos subterráneos / bodega / gastos comunes base de $250.000 / Contribuciones $370.000. Distribución: hall de entrada, baño de visitas, amplio living-comedor, dos terrazas con inmejorables vistas. Cocina full equipada con horno y encimera de inducción, logia independiente con luz y ventilación natural. Cuatro dormitorios: el principal en suite con walk in closet y aire acondicionado, todos con orientación norte; dos dormitorios comparten un baño completo con luz natural; el cuarto dormitorio puede utilizarse como estar o escritorio. Terminaciones: piso de mármol en hall de acceso principal y en hall de distribución a dormitorios. Pisos de madera de ingeniería en living-comedor y dormitorios. Cocina y baños con cubiertas de mármol y pisos de cerámica. Terrazas techadas. Calefacción por losa radiante, caldera individual. Edificio (2004) de dos departamentos por piso, amplia y acogedora recepción con seguridad 24/7, dos ascensores. Mini parque de 1500 m2, piscina y casa club independiente de 200 m2, equipada para eventos, con quincho y sala de juegos. ¿Quieres conocerlo? Agenda tu visita. Contacto: Miguel Marzuca N.","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1885485677-luminoso-depto-4-dormitorios-3-banos-y-espectacular-vista-_JM,
22,MLC-3184883486,"Sin Comision Depto Diagonal Oriente 1810, 1 Dormitorio",UF,4700,"Ubicación e información de la zonaDiag. Ote. 1810, Providencia, Inés de Suárez, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroInés de Suárez12 mins - 963 metrosÑuñoa15 mins - 1.206 metrosMonseñor Eyzaguirre17 mins - 1.354 metrosChile España24 mins - 1.900 metrosParaderosDiagonal Oriente / Pedro de Valdivia3 mins - 228 metrosPedro L. Ferrer / Pedro de Valdivia4 mins - 274 metrosDiagonal Oriente / Antonio Varas4 mins - 338 metrosJulio Nieto / Pedro de Valdivia6 mins - 466 metrosLos Capitánes / Antonio Varas6 mins - 473 metros",Providencia,1,1,5.0,"Departamento en venta ubicado en Diagonal Oriente 1810, Providencia, en una zona cercana a ciclo vías, parques, supermercados, centros comerciales, restaurantes, universidades y servicios esenciales. A pocos minutos del Metro Inés de Suárez, con acceso directo a diversas alternativas de transporte y conectividad en el sector. El departamento cuenta con 1 dormitorio en suite y 1 baño equipado con shower. La cocina integrada está equipada con encimera, campana y espacio para lavavajillas, además de conexión para lavadora y un living comedor que da acceso a una terraza de 5 m². Incluye 1 estacionamiento y 1 bodega subterránea. El edificio se desarrolla en 7 pisos e incorpora piscina, quincho para eventos, salón multiusos y estacionamientos de visitas. Dispone de ascensor, conserjería las 24 horas y central de agua caliente. Se permiten mascotas y los gastos comunes tienen un valor de 160000 CLP. La venta es sin comisión.","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3184883486-sin-comision-depto-diagonal-oriente-1810-1-dormitorio-_JM,
23,MLC-1893773501,Departamento En Venta De 4 Dorm. En Providencia,UF,11800,"Ubicación e información de la zonaHernando De Aguirre / Carlos Antunez, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroCristóbal Colón11 mins - 845 metrosParaderosHernando de Aguirre / Eliodoro Yañez2 mins - 169 metrosDoctor Roberto del Río / Eliodoro Yáñez4 mins - 313 metrosEl Bosque Sur / Carlos Antúnez4 mins - 313 metrosLuis Thayer Ojeda / Carlos Antúnez4 mins - 318 metrosJuan de Dios Vial / Eliodoro Yañez6 mins - 440 metros",Providencia,4,3,85.0,"Vive en un espacio encantador, bien ubicado y seguro. ¡Este puede ser el paso clave para lograr esa calidad de vida que necesitas! Amplio departamento en piso 3 en Hernando de Aguirre. Todos los espacios tienen salida a sus 85 m² de terrazas que rodean todo el perímetro. Barrio Las Lilas, un lugar ideal para actividades al aire libre. En el sector hay cafeterías, restaurantes, servicios, Colegio San Gabriel, universidades, Mall Costanera Center y el MUT. Conectividad privilegiada: a pasos de Eliodoro Yáñez, El Bosque, Luis Thayer Ojeda y de las estaciones de Metro Tobalaba y Colón. 4 dormitorios / 3 baños / servicios completos / 2 estacionamientos / 1 bodega / contribuciones: $342.000 / gastos comunes: $400.000 Distribución: hall de acceso, baño de visitas, living-comedor con chimenea y salida a terraza cerrada que se utiliza como sala de estar. Moderna cocina remodelada, completamente equipada, con amplios cajones, cubiertas de cuarzo, encimera a gas, torre de hornos, campana y abundantes muebles de almacenamiento; logia interior separada, shaft, servicios completos y área de planchado. Dormitorio principal en suite con estar, walk-in closet con ventana y terraza cerrada que se utiliza como estar. Tres amplios dormitorios secundarios, todos con salida a terrazas con cierre de ventanas, que comparten un baño. En pasillo de distribución se encuentran numerosos closets. Terminaciones: porcelanato en hall de acceso, pasillo, cocina y logia; piso flotante en living-comedor y dormitorios. Todas las terrazas cuentan con cierre de ventanas. Edificio (1993): jardines, conserjería y seguridad 24/7. ¿Quieres conocerlo? ¡Agenda tu visita! Contáctanos, Miguel Marzuca Nasser","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1893773501-departamento-en-venta-de-4-dorm-en-providencia-_JM,
24,MLC-1722991663,Departamento En Venta De 2 Dorm. En Providencia,UF,9600,"Ubicación e información de la zonaRoberto Del Rio/eliodoro Yañez, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroCristóbal Colón12 mins - 961 metrosTobalaba19 mins - 1.476 metrosLos Leones21 mins - 1.611 metrosInés de Suárez21 mins - 1.628 metrosFrancisco Bilbao23 mins - 1.793 metrosParaderosDoctor Roberto del Río / Eliodoro Yáñez1 min - 76 metrosHernando de Aguirre / Eliodoro Yañez4 mins - 295 metrosLos Leones / Eliodoro Yáñez4 mins - 309 metrosEliodoro Yáñez / Los Leones4 mins - 350 metrosLuis Thayer Ojeda / Carlos Antúnez6 mins - 463 metros",Providencia,2,2,17.0,"¡Nuevo departamento en el mejor barrio de Providencia! Tranquilidad, estilo y conectividad total para la vida que buscas. Departamento nuevo en barrio Las Lilas, excelente conexión con Eliodoro Yañez, Los Leones, Lyon, Pocuro, avenida Providencia, a cuadras de metro Tobalaba y Colón, cercano a colegios San Ignacio, San Gabriel, Trewhelas, Verbo Divino y VMA, ¿qué mejor? 2 dormitorios en suite / 1 estacionamiento / 1 bodega / contribuciones: $198.000 / gastos comunes: $170.000 Distribución: living- comedor con cocina integrada, salida a terraza de 17m2, dos dormitorios en suite con closet. Terminaciones: porcelanato en todo el departamento, ventanas termopanel marcos de pvc grafito, cocina con cubiertas de quarzo, campana retráctil, horno y microondas empotrado, encimera vitrocerámica todo marca TEKA. Radiadores eléctricos en muros. Terraza con barandas grafito, jardineras con plantas, toallero eléctrico en baños. Edificio (2024): quincho independiente, salón gourmet, gimnasio, piscina con jardín y deck. ¡Agenda tu visita para conocerlo! Contacto: Silvia Pinto Lampidis","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1722991663-departamento-en-venta-de-2-dorm-en-providencia-_JM,
25,MLC-3737991388,2d+2b Providencia - Impecable,UF,6580,"Ubicación e información de la zonaLuis Amundsen 2100 - 2400, Providencia, Inés de Suárez, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroInés de Suárez8 mins - 661 metrosParaderosRicardo Lyon / Pedro Lautaro F.5 mins - 416 metrosThe Kent School / Pedro de Valdivia5 mins - 365 metrosJulio Nieto / Pedro de Valdivia5 mins - 429 metrosRicardo Lyon / Presidente Battle y Ordoñez6 mins - 446 metrosPedro de Valdivia / Pedro Lautaro F.7 mins - 511 metros",Providencia,2,1,87.0,"A pasos del Metro Ines de Suarez, se encuentra este departamento en excelente estado. Living comedor con terraza cerrada. Amplia cocina con mesones a ambos costados Dormitorio principal ensuite con walk-in closet y terraza. 2do dormitorio de buen tamaño 1 baño completo Edificio cuenta con estacionamientos de visita, sauna, gimnasio, lavanderia, salones multiuso y conserjería 24/7 GGCC $190.000 Contribuciones: $165.000","gimnasio, estacionamiento, bodega, conserjeria, seguridad, terraza",https://www.portalinmobiliario.com/MLC-3737991388-2d2b-providencia-impecable-_JM,
26,MLC-3770949602,"Departamento En Venta De 4 Dorm. El Bosque, Remodelar,",UF,13500,"Ubicación e información de la zonaEl Bosque/carmen Sylva, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroCristóbal Colón10 mins - 753 metrosTobalaba10 mins - 783 metrosEl Golf15 mins - 1.166 metrosLos Leones18 mins - 1.400 metrosFrancisco Bilbao20 mins - 1.597 metrosParaderosEl Bosque Sur / Carlos Antúnez3 mins - 214 metrosCarmen Silva / Tobalaba4 mins - 311 metrosCarmen Silva / Tobalaba5 mins - 353 metrosLota / Tobalaba6 mins - 433 metrosCarlos Antúnez / Tobalaba6 mins - 438 metros",Providencia,4,4,22.0,"Amplio y exclusivo departamento con acceso privado en El Bosque, a pasos del metro Tobalaba Vivir aquí es acceder a un estilo de vida privilegiado: a minutos de el Colegio San Ignacio El Bosque, rodeado de una gran oferta gastronómica, situándose a pasos del nodo de transporte más importante de la capital, la estación Metro Tobalaba, y conectando directamente con las principales autopistas y ciclovías de alta estándar que recorren la comuna. Las primeras imágenes han sido ambientadas digitalmente para visualizar mejor los espacios. 4 dormitorios (principal en suite) / 4 baños / 2 estacionamientos / 1 gran bodega (22 m2) / gastos comunes: $550.000 / Contribuciones: $ 690.000 Distribución: hall de acceso, amplios living y comedor separados, terraza con hermosa vista y orientación poniente, entregando una excelente luz de tarde. Fantástica cocina con variedad de muebles y de muy buen tamaño, logia independiente , servicios completos. Cuatro dormitorios, el principal en suite, otros 3 amplios dormitorios y closet, baños en pasillo principales. Terminaciones: De alto estándar, donde resaltan las cubiertas de granito y un diseño funcional y elegante. El departamento cuenta con maderas nativas en puertas y marcos, acceso con revestimiento de mármol, consolidando una propiedad de gran categoría y comodidad. Edificio (1980): juegos infantiles, áreas con jardines, seguridad 24/7. Sin estacionamientos de visita, manteniendo un uso exclusivo para residentes. No dejes de visitar Te esperamos Contacto: Constanza Catalán","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3770949602-departamento-en-venta-de-4-dorm-el-bosque-remodelar-_JM,
27,MLC-3569449724,Departamento En Venta De 3 Dorm.mas Servicios En Providencia,UF,9800,"Ubicación e información de la zonaHernando De Aguirre/lota, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroTobalaba7 mins - 547 metrosParaderosLota / Tobalaba5 mins - 392 metrosLota / Tobalaba6 mins - 446 metrosEl Bosque Sur / Carlos Antúnez6 mins - 503 metrosParada 4 / (M) Tobalaba7 mins - 548 metrosCarmen Silva / Tobalaba7 mins - 575 metros",Providencia,3,2,150.0,"“Excelente ubicación en Providencia, para remodelar y vivir en familia”; Amplios espacios, barrio consolidado y la oportunidad de adaptarlo a tu estilo de vida familiar. Departamento para remodelar en pleno barrio Las Lilas, nororiente con excelente ubicación, conectividad a avenidas principales, a pasos de metro Tobalaba, cercanía a mall Costanera Center. Destaca su por su luminosidad y vista despejada. 3 dormitorios / 2 baños / pieza de servicio / 1 estacionamiento /1 bodega / contribuciones $ 250.000 / gastos comunes $253.000 incluyen agua fría Distribución: hall de entrada, living comedor en forma de L, rodeado de jardineras y salida a terraza cerrada. Cocina bien espaciosa también en forma de L, logia exterior, dormitorio y baño de servicio que sirve también como home office. Tres dormitorios, el principal en suite con vista al oriente, amplios closets y otros 2 dormitorios que comparten un baño. Terminaciones : cerámica en hall y pasillo, piso flotante en living comedor y dormitorios, cerámica en terrazas, cocina y baños, cocina con muebles de madera de piso a cielo, sin calefacción. Requiere remodelación. Edificio (1982) de 12 pisos, 2 departamentos por piso, 2 ascensores, jardines , juegos infantiles, estacionamientos de visita, conserjería 24/7, cámaras de tv. Contáctame Silvia Pinto Lampidis","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3569449724-departamento-en-venta-de-3-dormmas-servicios-en-providencia-_JM,
28,MLC-3750510804,Departamento En Venta De 3 Dorm. En Providencia,UF,8990,"Ubicación e información de la zonaHolanda/carlos Antúnez, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroTobalaba13 mins - 982 metrosLos Leones13 mins - 988 metrosParaderosLota / Los Leones4 mins - 345 metrosCarlos Antúnez / Los Leones4 mins - 329 metrosLos Leones / Carlos Antúnez4 mins - 348 metrosLuis Thayer Ojeda / Carlos Antúnez4 mins - 323 metrosAvenida Los Leones / Lota6 mins - 507 metros",Providencia,3,2,131.0,"¡Amor a primera vista! Imposible resistirse a esos espacios lindos y luminosos y a esa ubicación precisa. Ubicado en un segundo piso, este departamento destaca por su luminosidad y el verde de las copas de los árboles que se aprecian desde todas las ventanas. Cuenta con excelente conectividad y acceso a centros comerciales, colegios, cafeterías, negocios de barrio y las estaciones de Metro Colón y Tobalaba. 3 dormitorios / 2 baños / dormitorio de servicio / 1 estacionamiento / 1 bodega / gastos comunes $150.000 / Contribuciones $180.000. Distribución: hall de acceso, iluminado living-comedor con acceso a terraza; cocina equipada y dormitorio de servicio. Tres dormitorios: el principal en suite, con terraza propia, baño; otros dos dormitorios que comparten un baño. Terminaciones: piso flotante en recibos y living comedor, dormitorios alfombrados, cerámica en terrazas, cocina y baños, cubierta de cuarzo en cocina. Edficio (1979) de 4 pisos, 4 departamentos por piso, sala multiuso, conserjería 24/7. Contáctame Macarena Molina A.","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3750510804-departamento-en-venta-de-3-dorm-en-providencia-_JM,
29,MLC-3606797322,"Departamento De 3 Dorm Nororiente, Remodelado En Providencia",UF,10500,"Ubicación e información de la zonaPocuro Con Luis Thayer, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludParaderosPocuro / Los Leones6 mins - 444 metrosH. de Aguirre / Francisco Bilbao6 mins - 468 metrosHernando de Aguirre / Francisco Bilbao6 mins - 500 metrosRoberto Del Río / Francisco Bilbao6 mins - 442 metrosDoctor Roberto del Río / Eliodoro Yáñez7 mins - 535 metros",Providencia,3,2,110.0,"Son los espacios, es el diseño, son las tonalidades. ¡Es su vista hermosa! Detalle tras detalle es un departamento irrepetible. ¿Cuándo lo conoces? Departamento en avenida Pocuro completamente remodelado, orientación Norte, con vista a jardines formados. Cercano al Club Providencia, ciclovías, circuito para deportes, cafés, restaurantes, plazas, colegios San Ignacio y San Gabriel, excelente conectividad con Eliodoro Yáñez, Los Leones, Tobalaba, cerca de mall, universidades, cercano a metro Colón L4 y metro Tobalaba L1, vida de barrio, que mejor!. 3 dormitorios / 2 baños / living-comedor-cocina integrada / 1 estacionamiento / 1 bodega / contribuciones: $164.000 / gastos comunes: $230.000 Excelente distribución: hall de acceso, dos closets en la entrada, living-comedor con cocina integrada full equipada, mesón isla de cuarzo, muro de mosaicos, con salida a terraza con vista a un mini parque interior. Logia interior cerrada. Dos dormitorios secundarios con closet que comparten un baño. Dormitorio principal en suite, con walk-in closet; todos con salida a terraza continua con cierre de ventanas termopanel. Terminaciones: piso de porcelanato en todo el departamento, ventanal de termopanel en living-comedor, terraza con cierre de ventanas termopanel, puertas y closets de madera, calefacción por losa radiante, aire acondicionado, cocina completamente remodelada. Edificio (2007): gran jardín de 4.500 mts con piscina, sala múltiple, gimnasio, seguridad y conserjería 24/7, estacionamientos de visita. Agenda tu visita ya! Contacto: Miguel Marzuca Nasser.","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3606797322-departamento-de-3-dorm-nororiente-remodelado-en-providencia-_JM,
30,MLC-1735167295,Sector Plaza Las Lilas/ 2 Dormitorios,UF,7500,"Ubicación e información de la zonaLas Hortencias/las Orquideas, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroCristóbal Colón5 mins - 360 metrosParaderosLas Hortensias / Tobalaba3 mins - 226 metrosTobalaba / Carlos Antúnez3 mins - 210 metrosCarlos Antúnez / Tobalaba3 mins - 243 metrosJuan de Dios Vial / Eliodoro Yañez4 mins - 306 metrosEliodoro Yáñez / Tobalaba4 mins - 312 metros",Providencia,2,2,80.0,"Se vende amplio y cómodo departamento en exclusivo sector de Providencia, a pasos de Plaza Las Lilas. Esta propiedad cuenta con 2 dormitorios, 2 baño, el principal en suite. Cocina con logia separada .Se encuentra en la esquina oriente del edificio. Sector residencial, muy tranquilo, cercano a prestigiosos colegios, comercio y areas verdes. El edificio cuenta con piscina, estacionamientos de visita. Si quieres visitarlo, no dudes en contactarnos.","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1735167295-sector-plaza-las-lilas-2-dormitorios-_JM,
31,MLC-1728425397,Amplio Y Exclusivo Departamento Con Ascensor En Provicencia,UF,10300,"Ubicación e información de la zonaHernando De Aguirre & Carlos Antunez, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroTobalaba10 mins - 814 metrosCristóbal Colón12 mins - 912 metrosLos Leones17 mins - 1.289 metrosEl Golf18 mins - 1.386 metrosPedro de Valdivia22 mins - 1.735 metrosParaderosLuis Thayer Ojeda / Carlos Antúnez3 mins - 254 metrosEl Bosque Sur / Carlos Antúnez3 mins - 255 metrosHernando de Aguirre / Eliodoro Yañez6 mins - 456 metrosCarmen Silva / Tobalaba7 mins - 548 metrosCarlos Antúnez / Los Leones7 mins - 577 metros",Providencia,3,3,160.0,"Presentamos este hermoso y exclusivo departamento en venta ubicado en el sector de Providencia, específicamente en la intersección de las calles Hernando de Aguirre y Carlos Antunez. Con una amplia superficie de 160 m2 construidos y 140 m2 útiles, este departamento cuenta con una distribución impecable que incluye 3 dormitorios, 3 baños y acceso directo al departamento en ascensor, ideal para familias que buscan comodidad y espacio. Su orientación Nor-Poniente garantiza una excelente iluminación natural durante gran parte del día, creando un ambiente cálido y acogedor en todos los espacios. Además, este clásico departamento cuenta con calefacción por losa radiante, asegurando un confort térmico insuperable en los meses más fríos del año. No pierdas la oportunidad de adquirir esta propiedad única en una de las comunas más exclusivas de Santiago. Contáctanos para más información y agenda una visita para conocer este maravilloso departamento en persona. ¡Te encantará!","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1728425397-amplio-y-exclusivo-departamento-con-ascensor-en-provicencia-_JM,
32,MLC-3521437274,Penthouse En Venta De 3 Dorm. En Providencia,UF,12990,"Ubicación e información de la zonaCopihue/tobalaba, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroCristóbal Colón7 mins - 531 metrosTobalaba13 mins - 987 metrosEl Golf18 mins - 1.366 metrosFrancisco Bilbao18 mins - 1.375 metrosAlcántara20 mins - 1.578 metrosParaderosCarmen Silva / Tobalaba2 mins - 195 metrosCarlos Antúnez / Tobalaba3 mins - 216 metrosCarmen Silva / Tobalaba3 mins - 249 metrosTobalaba / Carlos Antúnez3 mins - 265 metrosLas Hortensias / Tobalaba4 mins - 315 metros",Providencia,3,4,225.0,"Espectacular Penthouse nororiente de 225 m² totales a pasos de Metro Colón y Plaza Las Lilas, con excelente conectividad y cercano a supermercados, restaurantes, colegios y bancos. Destaca por su gran terraza perimetral que recorre todo el departamento, con vista despejada a la cordillera. 3 dormitorios principal en suite / 4 baños / 2 estacionamientos/ 1 bodega / Contribuciones $304.000/ Gasto Común $500.000 Distribución: ascensor directo a la puerta de entrada, hall de acceso, baño de visitas completo y con ventilación natural; luminoso living con salida a gran terraza con vista despejada., comedor con acceso directo a la cocina y al quincho, el cual cuenta con su propio baño. Cocina amplia y luminosa, con espacio para comedor de diario, logia y gran clóset de ropa blanca. Gran terraza con quincho, parrilla y baño. Área privada con 3 amplios y luminosos dormitorios; el principal en suite, con cómodo walk-in closet y baño con luz natural y shower door. Los otros dos dormitorios comparten un baño completo con ventilación natural. Terminaciones: Piso flotante en todo el departamento, excepto cocina y baños con cerámica. Cocina amoblada y equipada con encimera y horno eléctrico. Cubiertas de Silestone. Calefacción por losa radiante, ventanas termopanel y aire acondicionado. Calefacción eléctrica y ventilación en la terraza. Edificio (1995): conserjería 24/7 y estacionamientos de visita. ¿Quieres conocerlo? ¡Contáctame! Fernanda Bruce Wainberg","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3521437274-penthouse-en-venta-de-3-dorm-en-providencia-_JM,
33,MLC-3372443888,Departamento En Venta De 3 Dorm. En Providencia,UF,12000,"Ubicación e información de la zonaLuis Thayer Ojeda/carlos Antúnez, Las Lilas, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroTobalaba9 mins - 734 metrosLos Leones14 mins - 1.060 metrosCristóbal Colón14 mins - 1.068 metrosEl Golf17 mins - 1.308 metrosPedro de Valdivia19 mins - 1.502 metrosParaderosLuis Thayer Ojeda / Carlos Antúnez4 mins - 303 metrosEl Bosque Sur / Carlos Antúnez6 mins - 502 metrosLota / Los Leones7 mins - 518 metrosCarmen Silva / Tobalaba7 mins - 575 metrosAvenida Los Leones / Lota7 mins - 581 metros",Providencia,3,2,135.0,"¿Estás en busca de un buen barrio para vivir? Inúndate de las bondades de este departamento, aquí puedes remodelar actualizar y remodelar según tu imaginación! ¡No pierdas la oportunidad de adquirir este magnífico departamento, ubicado en el sector de Metro Tobalaba, este inmueble cuenta con una excelente conectividad y cercanía a comercios, colegios y áreas verdes, es ideal para familias que buscan comodidad y estilo. Su vista arbolada y orientación poniente recibe luz natural durante gran parte del día, creando un ambiente acogedor y cálido. 3 dormitorios / 2 baños / dormitorio y baño de servicio / 2 estacionamientos / 1 bodega / contribuciones: $300.000 / gastos comunes: $400.000 Distribución: hall de acceso, living y comedor separados, ambos muy espaciosos, vista a las copas de los árboles. Cocina rectangular con variedad de muebles, logia, pieza de servicio completa. El sector de dormitorios cuenta con dormitorio principal en suite, closet y baño completo. Segundo y tercer dormitorio de muy buen tamaño, comparten un baño. Terminaciones: piso parquet en living y comedor, cerámica en baños y cocina, alfombras en dormitorios, calefacción central. Edificio (año 1981): control de acceso 24/7. ¡Contáctanos para más información y agendar una visita! Constanza Catalán G.","piscina, gimnasio, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-3372443888-departamento-en-venta-de-3-dorm-en-providencia-_JM,
34,MLC-1806515833,Departamento En Venta De 2 Dorm. En Providencia,UF,13500,"Ubicación e información de la zonaWillie Arthur/diego De Almagro, Providencia, RM (Metropolitana)Son los puntos más cercanos al inmueble en un rango de 2km.TransporteEducaciónÁreas verdesComerciosSaludEstaciones de metroInés de Suárez9 mins - 715 metrosÑuñoa18 mins - 1.399 metrosChile España23 mins - 1.829 metrosMonseñor Eyzaguirre25 mins - 1.943 metrosParaderosJulio Nieto / Pedro de Valdivia4 mins - 287 metrosRicardo Lyon / Pedro Lautaro F.5 mins - 355 metrosRicardo Lyon / Presidente Battle y Ordoñez5 mins - 362 metrosThe Kent School / Pedro de Valdivia5 mins - 380 metrosPedro de Valdivia / Pedro Lautaro F.5 mins - 396 metros",Providencia,2,2,180.0,"Una caminata por este arbolado barrio y luego, antes de almuerzo, un rico aperitivo en la terraza con una preciosa vista. ¡Hazlo una rutina! Moderno y hermoso duplex de 180m2, último piso, full eléctrico, con espectacular vista, terraza con quincho, espacios modernos y funcionales en barrio consolidado de la comuna de Providencia, en un entorno privilegiado y tranquilo cerca de todo, colegios, universidades, mall, restaurantes, bancos, farmacias. Conectividad garantizada con avenida Lyon, Los Leones, avenida Eliodoro Yañez, cercano metro Inés de Suarez. 2 dormitorios / 2 baños / terraza con quincho - living - comedor / 2 estacionamientos / 1 bodega / contribuciones: $214.000 / gastos comunes: $270.000 Distribución: hall de acceso, gran living- comedor con espacios abiertos; ventanales correderas que integran la terraza y hacen un solo gran ambiente, moderna cocina integrada con mesón isla full equipada; encimera de vitrocerámica, torre de hornos, modernos muebles, logia. Dormitorio principal en suite, dos walk-in closet, baño con ventilación exterior, dos vanitorios, dos duchas, jacuzzi en terraza; segundo dormitorio con closet y salida a terraza. Azotea/Terraza Propia: gran terraza techada con parrilla eléctrica, lavamanos y mesón en obra, living y comedor separados, acceso desde el mismo departamento como también tiene acceso directo y privado desde el hall del edificio pra recibir a los invitados. Excelentes Terminaciones: Premio PAU: Premio Aporte Urbano 2018. Dos edificios con una plaza central con jardines y piscina, acelerador iónico para el agua potable que elimina el sarro del agua. Piso de porcelanato, edificio full eléctrico con diseño inteligente, aire acondicionado, ventanas termopanel grafito, cortinas roller motorizadas. ¡Agenda tu visita ahora ya! Contacto: Constanza Catalán G.","piscina, gimnasio, quincho, estacionamiento, bodega, ascensor, conserjeria, seguridad, terraza, jardin",https://www.portalinmobiliario.com/MLC-1806515833-departamento-en-venta-de-2-dorm-en-providencia-_JM,
